SARIMAX,0,12.85756,459.33642,3485068446345.06885,13243504947279510380874825728.00000,115080428167779.73438,-16629725109454455760224256.00000
SARIMAX,1,14.50463,806.03801,3477667.21857,8420436274518270.00000,91762935.18910,-10834392187900.89453
SARIMAX,2,16.52902,1685.18755,73244.30067,2762196870753.13623,1661985.82147,-3729836588.31935
SARIMAX,3,27.12438,5277.02686,320.75504,5942539.03840,2437.73236,-8560.05612
SARIMAX,4,74.64738,23770.63956,115.12880,649427.47180,805.87063,-940.99141
SARIMAX,5,282.85080,109788.47194,225.21549,3255919.88370,1804.41677,-4726.50620
SARIMAX,6,1224.54260,495203.44850,355.51708,19867584.44689,4457.30686,-32064.07698
SARIMAX,7,5453.82057,2264640.18360,120.18853,927774.61656,963.21058,-1634.24150
SARIMAX,8,24645.75719,10328119.56814,69.76672,147847.63389,384.50960,-272.97124
SARIMAX,9,112254.59127,47179023.00213,31.93926,10363.38970,101.80074,-19.86023
SARIMAX,10,512625.35244,215624258.52695,664.77272,321376312.16362,17926.97164,-715717.99442
SARIMAX,11,2342726.08589,985705963.77838,17.29002,1787.20754,42.27538,-3.01012
SARIMAX,12,10707945.50687,4506165574.64298,19.31496,2815.57448,53.06199,-5.31653
SARIMAX,13,48946929.53340,20599504104.85551,10.30761,606.36738,24.62453,-0.48943
SARIMAX,14,223749238.13852,94169679355.25870,13.84494,1106.46022,33.26350,-1.94121
SARIMAX,15,1022834793.82280,430490623701.47760,14.03818,1358.94833,36.86392,-3.21187
SARIMAX,16,4675782847.54566,1967962452392.79053,22.07027,2881.21413,53.67694,-9.64565
SARIMAX,17,21374967499.07429,8996426691825.26758,20.61122,2378.15503,48.76633,-12.51647
SARIMAX,18,97714195469.91783,41126649382798.93750,25.59644,3797.91316,61.62721,-20.65517
SARIMAX,19,446694239120.02441,188008118746261.96875,21.46525,3255.57403,57.05764,-17.55490
SARIMAX,20,2042035576579.10278,859468294657955.12500,22.31200,4324.05066,65.75751,-23.93468
LIN_REG,0,0.00000,0.00000,0.00000,1.00000
LIN_REG,1,6.76178,248.03628,15.74917,0.06748
LIN_REG,2,7.73055,319.80660,17.88314,-0.17175
LIN_REG,3,8.18843,348.65758,18.67237,-0.24519
LIN_REG,4,8.52607,350.62529,18.72499,-0.21952
LIN_REG,5,8.93647,387.27225,19.67923,-0.31121
LIN_REG,6,9.35549,426.64150,20.65530,-0.40346
LIN_REG,7,10.89143,703.89957,26.53111,-1.24881
LIN_REG,8,16.61885,10065.31689,100.32605,-30.26422
LIN_REG,9,20.88992,8748.81839,93.53512,-25.37299
LIN_REG,10,20.26451,6049.51119,77.77860,-16.67286
LIN_REG,11,27.39819,16295.34118,127.65321,-45.07175
LIN_REG,12,40.36630,91138.61505,301.89173,-248.27637
LIN_REG,13,40.74211,32286.23960,179.68372,-84.30657
LIN_REG,14,41.20221,25874.28775,160.85487,-64.95232
LIN_REG,15,48.98548,35563.78491,188.58363,-86.35605
LIN_REG,16,64.40151,84212.94963,290.19468,-197.55735
LIN_REG,17,72.87464,73014.02331,270.21107,-164.27493
LIN_REG,18,69.25383,123898.33884,351.99196,-267.56970
LIN_REG,19,80.01186,149102.86679,386.13840,-308.68186
LIN_REG,20,67.09028,56783.05345,238.29195,-114.74899
LIN_REG,0,8.55975,291.54528,17.07470,-0.02356
LIN_REG,1,9.22649,342.01584,18.49367,-0.28584
LIN_REG,2,9.89413,388.64290,19.71403,-0.54986
LIN_REG,3,10.55674,434.12656,20.83570,-0.97138
LIN_REG,4,11.28403,491.15334,22.16198,-1.59223
LIN_REG,5,12.02323,554.69674,23.55200,-3.32441
LIN_REG,6,12.58639,607.81506,24.65391,-3.62769
LIN_REG,7,13.11785,658.53637,25.66196,-3.87079
LIN_REG,8,13.68721,712.86867,26.69960,-4.20362
LIN_REG,9,14.68193,812.51289,28.50461,-6.17262
LIN_REG,10,15.71507,925.82907,30.42744,-9.31105
LIN_REG,11,16.73404,1043.41360,32.30191,-13.43103
LIN_REG,12,17.79764,1177.08510,34.30867,-20.03116
LIN_REG,13,18.57379,1283.53036,35.82639,-21.64966
LIN_REG,14,19.31668,1383.45281,37.19480,-22.50563
LIN_REG,15,20.41063,1535.41227,39.18434,-28.88702
LIN_REG,16,21.56300,1695.79198,41.17999,-38.75506
LIN_REG,17,22.68146,1868.30088,43.22385,-54.75247
LIN_REG,18,23.82589,2048.67036,45.26224,-73.04631
LIN_REG,19,25.02384,2252.03709,47.45563,-98.16348
LIN_REG,20,25.99751,2431.25620,49.30777,-101.23152
RAND_FOREST,0,0.94567,14.87809,3.85721,0.94265
RAND_FOREST,1,7.29108,254.58686,15.95578,0.04285
RAND_FOREST,2,8.32516,318.05042,17.83397,-0.16532
RAND_FOREST,3,8.32685,338.37342,18.39493,-0.20846
